CID,IsomericSMILES,Descriptors,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
5478986,C[C@H](C=O)C1=CC=CC=C1,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
5702619,CCCCC/C=C/CCCO,"['herbal', 'green', 'earthy', 'fruity']",4,0,0,0,1,0,1,1,1,0,0,0
5702654,CCCCC/C=C/CCC=O,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
5743410,CC1C(=O)C(=C(S1)C)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
5743639,CCOC(=O)C1C(O1)(C)CCC=C(C)C,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
5744267,CC/C=C/CCOC(=O)/C=C/C1=CC=CC=C1,"['herbal', 'aquatic', 'green']",3,0,0,1,0,0,0,1,1,0,0,0
5752319,CC(CC/C=C(\C)/CCC=C(C)C)OC(=O)C,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
5797328,CC1=C(C(CCC1)(C)C)/C=C/C(C)OC(=O)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
5803450,CCC(=O)/C=C/C1=CC=C(C=C1)OC,"['fruity', 'savory', 'spices']",3,0,0,0,0,0,1,0,0,1,1,0
5832948,C/C/1=C/CC2C(CC2(C)C)C(=C)CCC1OC(=O)C,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
5853596,CCCC/C(=C/C1=CC=CC=C1)/C=O,"['herbal', 'flower', 'green']",3,0,0,0,0,1,0,1,1,0,0,0
5862476,CC(=CCC/C(=C/COC(=O)/C=C/C1=CC=CC=C1)/C)C,"['animal', 'flower']",2,0,1,0,0,1,0,0,0,0,0,0
5875676,CCCCC/C(=C\C1=CC=CC=C1)/C(OCC)OCC,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
5905098,CC1CCOC(O1)/C=C/C2=CC=CC=C2,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
5937114,C1CCCCC2COCC2/C=C\CCC1,"['animal', 'earthy']",2,0,1,0,1,0,0,0,0,0,0,0
5956805,CC(=CCC/C(=C/COC(=O)CC(=O)C)/C)C,"['green', 'alcohol', 'savory', 'fruity']",4,1,0,0,0,0,1,1,0,1,0,0
5977064,CCCCC/C(=C/C1=CC2=C(C=C1)OCO2)/C=O,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
5978897,C/C=C/C=C/COC(=O)C(C)C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
5980396,C/C=C/C(=O)OC/C=C(\C)/CCC=C(C)C,"['herbal', 'flower', 'savory', 'fruity']",4,0,0,0,0,1,1,0,1,1,0,0
6005821,CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,"['animal', 'flower', 'green', 'fruity']",4,0,1,0,0,1,1,1,0,0,0,0
6008212,CCCCCC(CC)OC(=O)/C(=C/C)/C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6008958,CC/C=C/CCCCO,"['green', 'earthy', 'fruity', 'aquatic', 'savory']",5,0,0,1,1,0,1,1,0,1,0,0
6017272,CC1COC(O1)/C=C/C2=CC=CC=C2,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
6019677,CC/C=C\CCC1CCC(=O)O1,"['green', 'flower', 'savory', 'fruity']",4,0,0,0,0,1,1,1,0,1,0,0
6021887,CC/C=C/CCOC(=O)C1=CC=CC=C1O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
6040503,CC(=O)/C=C/C1=CC2=C(C=C1)OCO2,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6047581,CCCCCCC/C=C\C(=O)OCC,"['herbal', 'aquatic', 'green', 'fruity']",4,0,0,1,0,0,1,1,1,0,0,0
6076971,CCCCC/C(=C/C1=CC=CC=C1)/CO,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6086514,CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
6112709,C/C(=C\CCC(C)(C)OC(=O)C)/C=C,"['herbal', 'flower', 'green', 'fruity', 'aquatic']",5,0,0,1,0,1,1,1,1,0,0,0
6114390,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,"['herbal', 'savory']",2,0,0,0,0,0,0,0,1,1,0,0
6180775,CCC(C)C/C(=N\O)/CC,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6210220,C/C(=C\C1=CC=CO1)/C=O,"['herbal', 'spices']",2,0,0,0,0,0,0,0,1,0,1,0
6278424,CCOC(/C=C/C)OCC,"['herbal', 'aquatic', 'fruity']",3,0,0,1,0,0,1,0,1,0,0,0
6284401,C1COC(O1)/C=C/C2=CC=CC=C2,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
6285057,CC1CC(=CC(C1/C=C/C(=O)C)C)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6306732,CC/C=C/CCOC=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6321405,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,"['animal', 'herbal', 'woody', 'aquatic']",4,0,1,1,0,0,0,0,1,0,0,1
6328581,CCOC(=O)C/C(=C/C(=O)O)/C(=O)O,"['alcohol', 'savory', 'fruity']",3,1,0,0,0,0,1,0,0,1,0,0
6364671,CC/C=C\CC/C=C/C(OCC)OCC,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6365389,C1CCCCCC(=O)CC/C=C\CCCC1,"['animal', 'savory', 'fruity']",3,0,1,0,0,0,1,0,0,1,0,0
6365449,CC/C=C(\C)/COC(=O)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6365451,CCCCCC/C=C/COC(=O)C,"['green', 'earthy', 'fruity']",3,0,0,0,1,0,1,1,0,0,0,0
6365572,CC(=CCC/C(=C/CS)/C)C,"['herbal', 'green', 'savory', 'fruity']",4,0,0,0,0,0,1,1,1,1,0,0
6365665,CCOC(C)/C=C/C1C(=CCCC1(C)C)C,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
6365696,CCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"['herbal', 'flower', 'alcohol', 'fruity']",4,1,0,0,0,1,1,0,1,0,0,0
6365701,CCCCCCCC/C=C/OC,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6365752,CC/C=C/CCCCCOC(=O)C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6365761,C/C=C/CC/C=C/C=O,"['aquatic', 'green', 'savory', 'fruity']",4,0,0,1,0,0,1,1,0,1,0,0
6365780,CC/C=C/C/C=C/C=C/C(=O)OCC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6365813,CC(/C(=C(\C)/C(=O)C)/C)C(C)(C)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6365867,C/C=C(\C)/C(=O)OCC=C(C)C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6365957,CC/C=C/CCOC(=O)CC(=O)C,"['earthy', 'flower', 'green', 'fruity']",4,0,0,0,1,1,1,1,0,0,0,0
6365994,CCC(C)C(=O)OC/C(=C/C)/C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6366072,CCCCCCOC(=O)C(C)/C=C/C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6366077,CCCCCCCCCC(=O)OCC/C=C/CC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6366078,CC/C=C/CCOC(=O)CCC(=O)C,"['savory', 'green', 'earthy', 'fruity']",4,0,0,0,1,0,1,1,0,1,0,0
6366079,CCC/C=C/COC(=O)C(C)O,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
6366429,CCC(CCC1C(=CCCC1(C)C)C)(/C=C/CO)O,"['herbal', 'aquatic', 'fruity']",3,0,0,1,0,0,1,0,1,0,0,0
6366434,CCCC/C=C/COC(=O)CC(C)C,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6366446,CCCC/C=C/CCOC(=O)CC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6366609,CC/C=C/CCOC(CC)OC,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
6366719,CCC/C=C/COC(=O)CC1CCCC1,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6374524,CC(C)CCCC(C)C/C=C/C(=O)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6378927,CCCCC/C(=C/C1=CC=CC=C1)/C(OC)OC,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
6379721,CC/C=C/CCC1CCC(=O)O1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6386037,C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
6393846,C/C(=C\C1=CC=CC=C1)/CO,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6420258,CCOC(=O)CCCC=C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6420388,CC(=O)OCCC(C)(C)S,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
6421281,CCCCC/C=C\C/C=C\C=C\C=O,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
6421510,CCCCCCOC(=O)OCC,"['animal', 'herbal']",2,0,1,0,0,0,0,0,1,0,0,0
6422476,COC1=CC=C(C=C1)CC2CC2,"['herbal', 'spices']",2,0,0,0,0,0,0,0,1,0,1,0
6427068,CCCCC[C@@H]1[C@@H](O1)/C=C/C=O,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
6427080,CCCCC/C=C\C=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6427087,CCCCC/C=C\C=C\C=O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
6427091,C[C@H]1CCC(C2C1=CCC(=C2)C)C(C)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6427108,CC1([C@@H](C2(CCC1C2)C)O)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6427119,CCC(C)COC(=O)/C(=C\C)/C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6427122,CC(C)CCCOC(=O)C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6427135,CC1=CCC(CC1)C(C)(C)S,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
6427787,C[C@]1(CC[C@@H](C(O1)(C)C)O)C=C,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
6427789,CC/C=C\C=C\C(=O)C,"['herbal', 'green', 'fruity']",3,0,0,0,0,0,1,1,1,0,0,0
6427970,CC/C=C\C[C@H]1[C@H](CCC1=O)CC(=O)OC,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6428088,CCCCC(=O)OCC1=CC=C(C=C1)OC,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6428289,C[C@@]1(CC[C@H]2C[C@@H]1C2(C)C)O,"['herbal', 'woody']",2,0,0,0,0,0,0,0,1,0,0,1
6428327,CC1([C@@H]2CC[C@@]3(C2)C(C1=C)CCC3=O)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6428442,CC(=C)[C@@H]1CCC(=C)[C@H](C1)O,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
6428443,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)C3=CC=CC=C3,"['herbal', 'woody']",2,0,0,0,0,0,0,0,1,0,0,1
6428461,CC1=CCC(=CC1)C(C)CCC=C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6428543,CCCCCC(C(=O)C)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6428546,CCC(S)S,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6428570,CC/C=C/CC(C=C)O,"['herbal', 'earthy']",2,0,0,0,1,0,0,0,1,0,0,0
6428573,C[C@]1(CC[C@@H](O1)C(C)(C)O)C=C,"['flower', 'earthy']",2,0,0,0,1,1,0,0,0,0,0,0
6428574,C[C@@]1(CC[C@H](C(O1)(C)C)O)C=C,['earthy'],1,0,0,0,1,0,0,0,0,0,0,0
6428782,CCC/C=C\C=O,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
6428785,CC1=C(C(=O)CC1(C)C)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6428793,CC1=C(C(=C(C=C1)C)/C=C/C(=O)C)C,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
6428802,CC1=C(N=C2CCCC2=N1)C,"['earthy', 'savory']",2,0,0,0,1,0,0,0,0,1,0,0
6428926,CC1=C(OC=C1)CC2C(O2)(C)C,"['green', 'earthy', 'fruity']",3,0,0,0,1,0,1,1,0,0,0,0
6428927,CC1=CCC2(CC1C2(C)C)O,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
6428928,CC(=CC/C=C(\C)/CC=O)C,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6428929,CC(=O)C(CC1=CC=CC=C1)O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6428936,CSCC/C=C(\CSC)/C=O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6428969,C/C=C/C1=CC(=C(C=C1)OC(=O)CC(C)C)OC,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
6428985,CC1C(=O)CC2(O1)C(=CC=CC2(C)C)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6428990,CCC(=O)C1=NCCS1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6428995,C1=CC=C(C=C1)/C=C\C=O,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
6429016,CC(=O)C1=CCCN1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6429039,CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C,"['herbal', 'flower', 'savory', 'fruity']",4,0,0,0,0,1,1,0,1,1,0,0
6429059,CSSSCC1=CC=CO1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6429077,C[C@H]1CC[C@H](C2=C1C=CC(=C2)C)C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6429101,CC(=CCCC(C)(C1CCC(O1)(C)C=C)O)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6429107,CC[C@H](C)C(=O)OCC,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
6429195,CC1(C2CC=C(C1C2)COC=O)C,['woody'],1,0,0,0,0,0,0,0,0,0,0,1
6429214,CC(=CCCC(=C)C1CCC(=CC1)C=O)C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6429218,CC1=CN=C(C(=N1)C)OC,['earthy'],1,0,0,0,1,0,0,0,0,0,0,0
6429262,CCCC/C=C\C(=O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6429268,CC1=CN=C(C(=N1)C)C=C,"['animal', 'earthy']",2,0,1,0,1,0,0,0,0,0,0,0
6429282,CCCC/C=C\C=C\C=O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
6429292,CCCC[C@@H]1[C@H](O1)C=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6429294,CCCCC[C@@H]1[C@H](O1)C=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6429298,CCCCCC[C@@H]1[C@H](O1)/C=C/C=O,['aquatic'],1,0,0,1,0,0,0,0,0,0,0,0
6429302,CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6429308,CC(CC(C)(C)S)O,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6429310,CC1C(=O)C=CO1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6429325,CC/C=C/C/C=C/CCOC(=O)C,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
6429333,C/C=C(/C=O)\C1=CC=CC=C1,"['animal', 'flower', 'savory']",3,0,1,0,0,1,0,0,0,1,0,0
6429343,CC/C=C\CC(=O)C=C,"['aquatic', 'green', 'flower']",3,0,0,1,0,1,0,1,0,0,0,0
6429375,C/C/1=C\CC[C@@](/C=C/[C@@H](CC1)C(C)C)(C)O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6429690,CCOC1=C(C=C(C=C1)CC=C)OC,"['animal', 'herbal']",2,0,1,0,0,0,0,0,1,0,0,0
6429709,CCOC(=O)C(C)(C1=CC=CC=C1)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6429937,CCC1=C(SC=C1)CC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6430151,CCCCC/C=C\CCCCC=O,['woody'],1,0,0,0,0,0,0,0,0,0,0,1
6430162,CCCCCCC/C=C/CCC=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430166,CCCCC/C=C/CCCCC=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430169,CCC/C=C/CCCCCCC=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430180,CCCCCCC/C=C\CCC=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430188,CCCCC/C=C\CCCCCCC=O,"['herbal', 'flower', 'green', 'fruity', 'aquatic']",5,0,0,1,0,1,1,1,1,0,0,0
6430307,CC/C=C\CC(C=C)O,"['aquatic', 'green', 'savory']",3,0,0,1,0,0,0,1,0,1,0,0
6430321,C[C@@H]1[C@H]2CCC(=C[C@H]2OC1=O)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430713,CC(=O)CSC,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430754,CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6430759,CCCCC/C=C\CC/C=C/C=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6430804,CCCCCOC(=O)/C(=C\C)/C,"['herbal', 'flower', 'alcohol', 'fruity']",4,1,0,0,0,1,1,0,1,0,0,0
6430805,CCCCCOC(=O)/C(=C/C)/C,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
6430878,CC(CCOC(=O)C)S,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6430879,CCCCC(CCOC(=O)C)S,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
6430888,CCC(C(C)CO)S,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6430892,CC(CO)C(C)S,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
6431015,C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
6431042,CCCCC/C=C\CC=O,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6431144,CCC1=NC(=CN=C1C=C)C,['earthy'],1,0,0,0,1,0,0,0,0,0,0,0
6431148,C/C=C/CCCCCCCC=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6431223,C[C@H]1[C@H](C(=O)C(=C1C)O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6431224,C[C@@H]1[C@H](C(=O)C(=C1C)O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6431475,C[C@@]1(CC[C@@H](O1)C(C)(C)O)C=C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6431477,C[C@@]1([C@H](CCC(O1)(C)C)O)C=C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6432154,C[C@H]1CCO[C@H](C1)C=C(C)C,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
6432221,CC1=CC2[C@@H](CC[C@](C2CC1)(C)O)C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6432254,C[C@]1(CC[C@H](O1)C(C)(C)O)C=C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6432308,CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6432447,CC1(CCCC2(C3C1[C@@H](C2(CC3)C)O)C)C,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6432468,C[C@H]1CC[C@H]([C@@H](C1)O)C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6432469,C[C@H]1CC[C@H](C(=O)C1)C(C)C,"['herbal', 'aquatic']",2,0,0,1,0,0,0,0,1,0,0,0
6432473,C[C@H]1CC[C@@H](C[C@@H]1O)C(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
6432474,C[C@H]1CC[C@@H](CC1=O)C(C)C,"['herbal', 'aquatic', 'green']",3,0,0,1,0,0,0,1,1,0,0,0
6432543,C[C@H]1CCC2C1C3C(C3(C)C)CC[C@@]2(C)O,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6432696,CC1(C2CCC1([C@@H](C2)OC=O)C)C,"['herbal', 'woody', 'green', 'earthy']",4,0,0,0,1,0,0,1,1,0,0,1
6432706,C[C@]1(CC[C@H]2[C@@H]1C3C(C3(C)C)CCC2=C)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
6432852,CCC/C=C\CCCCC=O,['green'],1,0,0,0,0,0,0,1,0,0,0,0
6432858,C1CCCCC(=O)CCCCC/C=C\CCC1,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
6432903,C/C=C(/C)\C(=O)OCCC1=CC=CC=C1,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6432923,CCCC(CCCC(=O)OCC)O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6432934,CC(C)/C(=N/O)/C(C)(C)C/C=C(\C)/C=C,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
6432955,C/C=C(/C)\C(=O)OC/C=C/C1=CC=CC=C1,"['herbal', 'green', 'spices']",3,0,0,0,0,0,0,1,1,0,1,0
6432962,CCCCC/C(=C/C1=CC=C(C=C1)C)/C=O,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
6433089,CCCCCC#C/C=C/C=C,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
6433146,C[C@@H]1CCC(=C)[C@@H](C1(C)C)/C=C/C(=O)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6433147,C[C@@H]1CCC=C(C1(C)C)/C=C/C(=O)C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6433150,CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
6433214,CCCC/C=C/1\C(=C(C(=O)O1)C)C,"['herbal', 'savory']",2,0,0,0,0,0,0,0,1,1,0,0
6433322,CC(=CCC/C(=C/C(C=O)O)/C)C,"['herbal', 'flower', 'green']",3,0,0,0,0,1,0,1,1,0,0,0
6433417,C/C=C(\C)/CO,"['herbal', 'green', 'earthy', 'fruity', 'alcohol']",5,1,0,0,1,0,1,1,1,0,0,0
6433507,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,"['flower', 'green', 'fruity', 'savory', 'spices']",5,0,0,0,0,1,1,1,0,1,1,0
6433547,CC/C(=C/CCC(C)(C=C)O)/C,"['herbal', 'flower', 'green', 'fruity', 'aquatic']",5,0,0,1,0,1,1,1,1,0,0,0
6433715,CCC/C=C/CCC(=O)O,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
6433750,C/C(=C\C=C)/CC(C)(C=C)O,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6433790,CCC/C=C/C=C/CCCO,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6434062,CC(C)/C=C/C=C(\C)/C=C,"['herbal', 'flower']",2,0,0,0,0,1,0,0,1,0,0,0
6434067,CCC/C=C\CC(=O)O,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
6434275,CC(C)C/C=C(/CO)\C(C)C,"['herbal', 'aquatic']",2,0,0,1,0,0,0,0,1,0,0,0
6434276,CC(C)C/C=C(\COC(=O)C)/C(C)C,"['herbal', 'aquatic']",2,0,0,1,0,0,0,0,1,0,0,0
6434513,CC(=CCC/C(=C\CC[C@@](C)(C=C)OC(=O)C)/C)C,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
6434541,CC/C=C\C/C=C\CCO,"['aquatic', 'green', 'savory', 'fruity']",4,0,0,1,0,0,1,1,0,1,0,0
6434621,CCCCCCC(=O)OCC/C=C/CC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
6434672,CC/C(=C/CCC(C)(C=C)OC(=O)C)/C,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
6435033,CC/C=C/CCOC(=O)/C(=C\C)/C,"['herbal', 'green', 'savory', 'fruity']",4,0,0,0,0,0,1,1,1,1,0,0
6435040,CC(C)CCOC(=O)/C=C(\C)/CCC=C(C)C,"['herbal', 'flower', 'fruity', 'alcohol', 'savory']",5,1,0,0,0,1,1,0,1,1,0,0
6435060,CC(CCCC(C)(C)O)/C=C/N1C=CC2=CC=CC=C21,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
6435821,CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
6435823,C1=CC=C(C=C1)CCCOC(=O)/C=C\C2=CC=CC=C2,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
6435824,C/C=C\C(=O)OCC(C)C,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
6435825,CCCOC(=O)/C=C\C1=CC=CO1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
6435826,CC/C(=C\C1=CC=CO1)/C=O,"['spices', 'savory', 'fruity']",3,0,0,0,0,0,1,0,0,1,1,0
6435828,C/C(=C/C1=CC=CO1)/C=O,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
6435833,C/C=C/C=C/C(=O)OCC=C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
6435834,CCCCC/C(=C/C1=CC=CC=C1)/COC=O,"['herbal', 'green', 'flower', 'savory']",4,0,0,0,0,1,0,1,1,1,0,0
6435835,CCCCC/C(=C/C1=CC=CC=C1)/COC(=O)CC(C)C,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
6435837,CC1=CCC(CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
6435838,CCCC/C=C(\CC)/C=O,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
6435839,CCCCCCCOC(=O)/C=C/C1=CC=CC=C1,"['earthy', 'flower', 'green']",3,0,0,0,1,1,0,1,0,0,0,0
6435840,C/C=C/C=C/C=C/C=C/CCCCCCO,['woody'],1,0,0,0,0,0,0,0,0,0,0,1
6435841,CC/C=C/CC1=C(C(=O)CC1)C,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
