CID,IsomericSMILES,Descriptors,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
6363,CC(C)N,['savory'],0,0,0,0,0,0,0,0,1,0,0
6364,CC(C)S,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
6386,CC(C)(C)O,"['herbal', 'savory', 'aquatic', 'animal']",0,1,1,0,0,0,0,1,1,0,0
6405,CCC(C)(C)O,"['herbal', 'alcohol', 'aquatic', 'savory']",1,0,1,0,0,0,0,1,1,0,0
6416,CC(=O)C(C)(C)C,"['herbal', 'aquatic']",0,0,1,0,0,0,0,1,0,0,0
6417,CC(C)(C)C(=O)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
6425,CC(C)(C(C)(C)O)O,"['herbal', 'earthy', 'aquatic', 'savory']",0,0,1,1,0,0,0,1,1,0,0
6482,C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,"['green', 'earthy']",0,0,0,1,0,0,1,0,0,0,0
6493,CCC(C)(CC)O,"['herbal', 'earthy', 'fruity', 'green', 'savory']",0,0,0,1,0,1,1,1,1,0,0
6495,CC(C)(OC)OC,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,"['flower', 'savory', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,1,0,0
6514,C(CS)C(=O)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
6544,CC1=CC(=O)CC(C1)(C)C,"['animal', 'savory', 'fruity', 'green', 'herbal', 'aquatic']",0,1,1,0,0,1,1,1,1,0,0
6548,CCC(C)(CCCC(C)C)O,"['flower', 'aquatic', 'green', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
6549,CC(=CCCC(C)(C=C)O)C,"['flower', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,1,1,1,1,0,0,0
6558,CC(C)CN,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
6560,CC(C)CO,"['savory', 'alcohol', 'aquatic', 'animal']",1,1,1,0,0,0,0,0,1,0,0
6562,CC(=C)C=O,"['flower', 'herbal', 'green', 'fruity']",0,0,0,0,1,1,1,1,0,0,0
6569,CCC(=O)C,"['herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,0,1,0,0,0
6570,CC(=O)C=C,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
6616,CC1(C2CCC(C2)C1=C)C,"['woody', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,0,1,1,1,0,0,1
6631,CC1CCC(CC1)C(C)(C)OC(=O)C,"['woody', 'flower', 'fruity', 'herbal', 'aquatic']",0,0,1,0,1,1,0,1,0,0,1
6651,CC1(CCC(CC1)C(C)(C)O)O,"['woody', 'spices', 'herbal']",0,0,0,0,0,0,0,1,0,1,1
6652,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,"['flower', 'aquatic', 'green']",0,0,1,0,1,0,1,0,0,0,0
6653,CCOC(=O)C(C)(C)O,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
6654,CC1=CCC2CC1C2(C)C,"['woody', 'herbal', 'earthy', 'aquatic']",0,0,1,1,0,0,0,1,0,0,1
6657,CCC(C(=O)O)N,['savory'],0,0,0,0,0,0,0,0,1,0,0
6658,CC(=C)C(=O)OC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
6660,CC1=C(C(=O)CC1)O,"['spices', 'savory']",0,0,0,0,0,0,0,0,1,1,0
6736,CC1=CNC2=CC=CC=C12,"['flower', 'animal', 'fruity']",0,1,0,0,1,1,0,0,0,0,0
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
6873,CC(C)COC(=O)C1=CC=CC=C1O,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
6877,CCOC(=O)C1=CC=CC=C1N,"['flower', 'green', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
6915,CCC(CC)C(=O)O,"['savory', 'earthy', 'fruity']",0,0,0,1,0,1,0,0,1,0,0
6920,CC(=O)C1=CC=CS1,['savory'],0,0,0,0,0,0,0,0,1,0,0
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,"['savory', 'animal']",0,1,0,0,0,0,0,0,1,0,0
6943,CC(C)C1=CC=CC=C1O,"['savory', 'animal']",0,1,0,0,0,0,0,0,1,0,0
6944,CC1=CC=CC=C1[N+](=O)[O-],"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
6987,CC1=CC(=O)C(CC1)C(C)C,"['herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,0,1,0,0,0
6988,CC1CCC(=C(C)C)C(=O)C1,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
6989,CC1=CC(=C(C=C1)C(C)C)O,"['green', 'herbal', 'savory']",0,0,0,0,0,0,1,1,1,0,0
6997,CCC1=CC=CC=C1O,['savory'],0,0,0,0,0,0,0,0,1,0,0
6998,C1=CC=C(C(=C1)C=O)O,"['flower', 'savory', 'spices', 'herbal', 'aquatic']",0,0,1,0,1,0,0,1,1,1,0
7002,CC1=CC=CC2=CC=CC=C12,"['green', 'herbal', 'earthy', 'animal']",0,1,0,1,0,0,1,1,0,0,0
7012,CCC(C1=CC=CC=C1)C(=O)O,"['flower', 'savory']",0,0,0,0,1,0,0,0,1,0,0
7016,C1CCC(CC1)C2CCCCC2=O,"['flower', 'herbal', 'aquatic']",0,0,1,0,1,0,0,1,0,0,0
7017,C1=CC=C(C=C1)C2=CC=CC=C2O,['savory'],0,0,0,0,0,0,0,0,1,0,0
7037,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,"['flower', 'green', 'animal']",0,1,0,0,1,0,1,0,0,0,0
7041,COC1=C(C(=CC=C1)OC)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
7043,COC1=CC=CC=C1OC,"['savory', 'earthy', 'animal']",0,1,0,1,0,0,0,0,1,0,0
7045,C1=CC=C2C(=C1)N=CC=N2,['savory'],0,0,0,0,0,0,0,0,1,0,0
7047,C1=CC=C2C(=C1)C=CC=N2,"['spices', 'herbal', 'earthy', 'animal']",0,1,0,1,0,0,0,1,0,1,0
7055,CC1=CC2=CC=CC=C2C=C1,['flower'],0,0,0,0,1,0,0,0,0,0,0
7058,C1=CC=C2C=C(C=CC2=C1)S,['savory'],0,0,0,0,0,0,0,0,1,0,0
7060,CC1=NC2=CC=CC=C2C=C1,['herbal'],0,0,0,0,0,0,0,1,0,0,0
7095,C1=CC=C(C=C1)C2=CC=CC=C2,"['flower', 'aquatic', 'savory', 'green']",0,0,1,0,1,0,1,0,1,0,0
7119,COC1=CC2=CC=CC=C2C=C1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
7129,CCOC1=CC2=CC=CC=C2C=C1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
7130,CC(C)CC1=NC2=CC=CC=C2C=C1,"['green', 'herbal', 'earthy', 'animal']",0,1,0,1,0,0,1,1,0,0,0
7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,"['flower', 'earthy', 'fruity', 'green', 'spices', 'aquatic']",0,0,1,1,1,1,1,0,0,1,0
7144,CC1=CC(=C(C=C1)O)OC,"['flower', 'spices', 'savory']",0,0,0,0,1,0,0,0,1,1,0
7146,CC(C=O)C1=CC=CC=C1,"['flower', 'earthy', 'fruity', 'green', 'savory', 'aquatic']",0,0,1,1,1,1,1,0,1,0,0
7149,C1=CC=C(C=C1)C(CO)O,['flower'],0,0,0,0,1,0,0,0,0,0,0
7151,COC(=O)C1=CN=CC=C1,['herbal'],0,0,0,0,0,0,0,1,0,0,0
7165,CCOC(=O)C1=CC=CC=C1,"['animal', 'flower', 'fruity', 'green', 'herbal']",0,1,0,0,1,1,1,1,0,0,0
7166,CC(=O)CC(=O)C1=CC=CC=C1,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
7169,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,"['green', 'flower', 'aquatic', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
7170,CCOC(=O)CC(=O)C1=CC=CC=C1,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
7184,CCCCOC(=O)C1=CC=C(C=C1)O,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
7193,CC(C)CCOC(=O)C1=CC=CC=C1,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
7194,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,"['green', 'flower', 'savory']",0,0,0,0,1,0,1,0,1,0,0
7197,CCCC1=CC2=C(C=C1)OCO2,['flower'],0,0,0,0,1,0,0,0,0,0,0
7219,C1C=CC2=CC=CC=C21,['animal'],0,1,0,0,0,0,0,0,0,0,0
7221,C1=CC=C2C(=C1)C=CS2,"['savory', 'earthy']",0,0,0,1,0,0,0,0,1,0,0
7224,CC1=CC2=CC=CC=C2N1,['animal'],0,1,0,0,0,0,0,0,0,0,0
7237,CC1=CC=CC=C1C,['flower'],0,0,0,0,1,0,0,0,0,0,0
7249,CC1=C(C=C(C=C1)O)C,"['savory', 'earthy']",0,0,0,1,0,0,0,0,1,0,0
7267,CC1=CC(=C(C=C1)C)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
7268,CCOC(=O)C(=O)OCC,"['animal', 'alcohol', 'savory', 'fruity', 'herbal']",1,1,0,0,0,1,0,1,1,0,0
7275,CC1C(O1)C2CCC3(C(C2)O3)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
7288,CCC(=O)CC,"['savory', 'aquatic', 'fruity']",0,0,1,0,0,1,0,0,1,0,0
7301,CC1CCCO1,['herbal'],0,0,0,0,0,0,0,1,0,0,0
7302,C1CC(=O)OC1,['savory'],0,0,0,0,0,0,0,0,1,0,0
7304,CN1C=CC=C1,"['herbal', 'savory', 'animal']",0,1,0,0,0,0,0,1,1,0,0
7335,CC1=CCC(CC1OC(=O)C)C(=C)C,"['alcohol', 'savory', 'fruity', 'green', 'herbal', 'aquatic']",1,0,1,0,0,1,1,1,1,0,0
7342,CCOC(=O)C(C)C,"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
7343,CCOC(=O)C(=C)C,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
7352,CC(C)COC(=O)C(=C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
7353,CCCCOC(=O)C(C)C,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
7358,CCC(CC)CO,"['savory', 'alcohol', 'animal']",1,1,0,0,0,0,0,0,1,0,0
7359,CCC(CC)C=O,"['green', 'savory', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,1,0,0
7360,C1CC(OC1)CO,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
7362,C1=COC(=C1)C=O,['savory'],0,0,0,0,0,0,0,0,1,0,0
7364,C1=CSC(=C1)C=O,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
7366,CC(C)(C)C1=CC=CC=C1,"['herbal', 'earthy']",0,0,0,1,0,0,0,1,0,0,0
7391,CC(C)(C)C1CCC(CC1)O,"['flower', 'herbal', 'earthy', 'animal']",0,1,0,1,1,0,0,1,0,0,0
7392,CC(C)(C)C1CCC(=O)CC1,"['herbal', 'earthy', 'animal']",0,1,0,1,0,0,0,1,0,0,0
7405,C1CC(=O)N[C@@H]1C(=O)O,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
7410,CC(=O)C1=CC=CC=C1,"['animal', 'flower', 'fruity', 'spices', 'savory']",0,1,0,0,1,1,0,0,1,1,0
7416,C1=CC=C(C=C1)[N+](=O)[O-],['savory'],0,0,0,0,0,0,0,0,1,0,0
7438,CC1=CCC(CC1O)C(=C)C,"['green', 'herbal', 'aquatic']",0,0,1,0,0,0,1,1,0,0,0
7439,CC1=CCC(CC1=O)C(=C)C,"['flower', 'spices', 'herbal']",0,0,0,0,1,0,0,1,0,1,0
7459,CC1CCC(CC1)C(C)C,"['woody', 'herbal']",0,0,0,0,0,0,0,1,0,0,1
7460,CC1=CCC(C=C1)C(C)C,"['green', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,1,1,0,0,0
7461,CC1=CCC(=CC1)C(C)C,"['woody', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,0,1,0,0,1
7462,CC1=CC=C(CC1)C(C)C,"['woody', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,0,1,0,0,1
7463,CC1=CC=C(C=C1)C(C)C,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
7476,CC(=O)C1=CC=C(C=C1)OC,"['herbal', 'animal', 'flower', 'fruity', 'spices', 'savory']",0,1,0,0,1,1,0,1,1,1,0
7478,COC1=CC=C(C=C1)C(=O)O,"['animal', 'fruity']",0,1,0,0,0,1,0,0,0,0,0
7499,C=CC1CCC=CC1,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
7500,CCC1=CC=CC=C1,['flower'],0,0,0,0,1,0,0,0,0,0,0
7507,C1CCC(CC1)CO,"['herbal', 'animal']",0,1,0,0,0,0,0,1,0,0,0
7509,C1=CC=C(C=C1)CS,"['herbal', 'savory', 'fruity']",0,0,0,0,0,1,0,1,1,0,0
7520,CSC1=CC=CC=C1,['savory'],0,0,0,0,0,0,0,0,1,0,0
7523,CCC1=CC=CC=N1,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
7528,CC1(OCC(O1)CO)C,"['animal', 'earthy', 'fruity']",0,1,0,1,0,1,0,0,0,0,0
7530,CC1=CC(=CC=C1)OC,"['flower', 'savory']",0,0,0,0,1,0,0,0,1,0,0
7531,CC(C)(CC1=CC=CC=C1)O,"['animal', 'flower', 'green', 'herbal', 'aquatic']",0,1,1,0,1,0,1,1,0,0,0
7562,C1COC(O1)CC2=CC=CC=C2,"['flower', 'savory', 'green']",0,0,0,0,1,0,1,0,1,0,0
7580,C1=CC=C(C=C1)CC2=CC=CC=C2,"['flower', 'aquatic', 'green', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
7581,C1=CC=C(C=C1)CC2=CC=CC=N2,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
7583,C1=CC=C(C=C1)OC2=CC=CC=C2,"['flower', 'aquatic', 'green']",0,0,1,0,1,0,1,0,0,0,0
7590,CCOC(=O)CC1=CC=CC=C1,"['animal', 'flower', 'fruity', 'spices', 'savory']",0,1,0,0,1,1,0,0,1,1,0
7600,CC(C)CCOC(=O)CC1=CC=CC=C1,"['flower', 'animal', 'savory', 'fruity']",0,1,0,0,1,1,0,0,1,0,0
7601,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,"['animal', 'flower', 'green', 'spices', 'savory']",0,1,0,0,1,0,1,0,1,1,0
7616,CCCN(CCC)CCC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
7632,CC(C)(CCC1=CC=CC=C1)O,"['flower', 'herbal', 'aquatic', 'green']",0,0,1,0,1,0,1,1,0,0,0
7635,CCCCC(CC)COC(=O)C,"['herbal', 'earthy', 'fruity']",0,0,0,1,0,1,0,1,0,0,0
7643,COC(=O)CCC1=CC=CC=C1,"['flower', 'alcohol', 'fruity', 'spices', 'savory']",1,0,0,0,1,1,0,0,1,1,0
7644,COC(=O)C=CC1=CC=CC=C1,"['spices', 'fruity']",0,0,0,0,0,1,0,0,0,1,0
7649,CCOC(=O)C=CC1=CC=CC=C1,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
7651,CC(C)CC(=O)OCC1=CC=CC=C1,"['animal', 'flower', 'savory', 'fruity', 'herbal']",0,1,0,0,1,1,0,1,1,0,0
7652,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,['flower'],0,0,0,0,1,0,0,0,0,0,0
7655,CC(C)C(=O)OCCC1=CC=CC=C1,"['flower', 'herbal', 'savory', 'fruity']",0,0,0,0,1,1,0,1,1,0,0
7658,CCCC(=O)OCCC1=CC=CC=C1,"['flower', 'animal', 'green', 'fruity']",0,1,0,0,1,1,1,0,0,0,0
7659,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
7663,CC(C)C(=O)OCC=CC1=CC=CC=C1,['fruity'],0,0,0,0,0,1,0,0,0,0,0
7664,CCCC(=O)OCC=CC1=CC=CC=C1,"['flower', 'spices', 'alcohol', 'fruity']",1,0,0,0,1,1,0,0,0,1,0
7674,CCOC1=CC=CC=C1,['spices'],0,0,0,0,0,0,0,0,0,1,0
7687,CC(C)C1=CC=C(C=C1)C(C)CC=O,"['green', 'flower', 'savory']",0,0,0,0,1,0,1,0,1,0,0
7702,CCCC1=CC=C(C=C1)OC,"['spices', 'herbal']",0,0,0,0,0,0,0,1,0,1,0
7707,C1=CC=C(C=C1)CCC=O,"['flower', 'earthy', 'fruity', 'green', 'aquatic']",0,0,1,1,1,1,1,0,0,0,0
7708,C1=CC=C(C=C1)COC=O,"['flower', 'savory', 'earthy', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,1,1,1,1,1,1,0,0
7710,CCCCCC1CCC(=O)O1,"['flower', 'fruity', 'savory', 'animal']",0,1,0,0,1,1,0,0,1,0,0
7720,CCCCC(CC)CO,"['flower', 'fruity', 'green', 'savory', 'aquatic']",0,0,1,0,1,1,1,0,1,0,0
7731,CC1=CC=C(C=C1)OC,"['flower', 'fruity', 'green', 'savory', 'aquatic']",0,0,1,0,1,1,1,0,1,0,0
7733,CC(C)COC(=O)CCC1=CC=CO1,"['flower', 'alcohol', 'fruity']",1,0,0,0,1,1,0,0,0,0,0
7738,COC1=CC=C(C=C1)CO,"['flower', 'spices', 'savory', 'fruity']",0,0,0,0,1,1,0,0,1,1,0
7742,CCCC1CCC(=O)O1,"['spices', 'herbal', 'savory', 'fruity']",0,0,0,0,0,1,0,1,1,1,0
7745,CCCC(C)CO,"['savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,0,0,1,0,0
7755,CCC(C)CC(=O)O,"['animal', 'savory', 'fruity', 'green', 'herbal']",0,1,0,0,0,1,1,1,1,0,0
7757,CC(=O)CC(=O)OC,"['green', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,1,0,0,0,0
7758,CCC(C)OC(=O)C,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
7761,CCOC(=O)CC(=O)OCC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
7762,CCCC(=O)OCC,"['savory', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,1,0,0
7765,CCOC(C)OCC,"['alcohol', 'earthy', 'fruity', 'green', 'savory', 'aquatic']",1,0,1,1,0,1,1,0,1,0,0
7766,CCOC(=O)OCC,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
7768,C1CCC(=O)NCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
7771,CC1=CC(=C(C=C1)O)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
7772,CCC(=O)OCCC(C)C,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
7779,CC(=CCCC(=CCOC=O)C)C,"['flower', 'green', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
7781,CCC(=O)OCCC(C)CCCC(=C)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
7790,CCCOC(=O)CCCCC(=O)OCCC,['alcohol'],1,0,0,0,0,0,0,0,0,0,0
7792,CC(C)CCCC(C)CCO,"['flower', 'animal', 'green', 'fruity']",0,1,0,0,1,1,1,0,0,0,0
7795,CCCC(=O)OCCC(C)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
7799,CCCCCCCC(=O)OCC,"['animal', 'alcohol', 'fruity', 'savory', 'aquatic']",1,1,1,0,0,1,0,0,1,0,0
7800,CCCCCCCCCCCC(=O)OCC,"['green', 'flower', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
7820,COC(=O)CCC(=O)OC,"['flower', 'alcohol', 'fruity', 'green', 'aquatic']",1,0,1,0,1,1,1,0,0,0,0
7824,CCCCCC(=O)OC,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
7829,COC(=O)CCCCCCCCC(=O)OC,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
7847,C=CC=O,"['herbal', 'savory', 'fruity']",0,0,0,0,0,1,0,1,1,0,0
7858,C=CCO,['savory'],0,0,0,0,0,0,0,0,1,0,0
7860,C(=O)C=O,['savory'],0,0,0,0,0,0,0,0,1,0,0
7865,COC=O,"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
7888,CC(CCCC(C)(C)O)CC=O,"['flower', 'green', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
7900,CC(COC)O,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
7904,CC(=O)OC=C,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
7909,CC(C)CC(=O)C,"['savory', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,0,1,1,1,1,0,0
7910,CC(C)CC(C)O,"['green', 'herbal', 'alcohol', 'savory']",1,0,0,0,0,0,1,1,1,0,0
7914,CC(C)OC(C)C,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
7915,CC(C)OC(=O)C,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
7918,CC(=O)OC(=O)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
7921,CC1CCC(=O)O1,"['spices', 'herbal', 'savory']",0,0,0,0,0,0,0,1,1,1,0
7936,CC1=CC(=NC=C1)C,"['green', 'herbal', 'savory', 'animal']",0,1,0,0,0,0,1,1,1,0,0
7938,CC1=CN=CC(=N1)C,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
7943,COC(=O)CC(=O)OC,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
7945,CCOC(=O)CC(C)C,"['alcohol', 'fruity', 'green', 'savory', 'aquatic']",1,0,1,0,0,1,1,0,1,0,0
7947,CC1=CC(=CC(=C1)C)C,"['herbal', 'aquatic']",0,0,1,0,0,0,0,1,0,0,0
7948,CC1=CC(=CC(=C1)O)C,['flower'],0,0,0,0,1,0,0,0,0,0,0
7953,CC1=CC(=NC(=C1)C)C,"['green', 'herbal', 'animal']",0,1,0,0,0,0,1,1,0,0,0
7958,CC(C)CC(=O)CC(C)C,"['savory', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,0,1,1,1,1,0,0
7963,CC1=CC=NC=C1,"['herbal', 'savory', 'green', 'animal']",0,1,0,0,0,0,1,1,1,0,0
7966,C1CCC(CC1)O,"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
7968,C1=COC=CC1=O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
7969,C1=CC=C(C=C1)S,['savory'],0,0,0,0,0,0,0,0,1,0,0
7974,CC1CCCCN1,['savory'],0,0,0,0,0,0,0,0,1,0,0
7975,CC1=CC=CC=N1,"['savory', 'alcohol']",1,0,0,0,0,0,0,0,1,0,0
7981,CCCCOC(=O)CC(C)C,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
7983,CCCCOC(=O)CCC,"['flower', 'aquatic', 'green', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
7989,CC(=O)CCC=C,"['flower', 'fruity', 'green', 'savory', 'aquatic']",0,0,1,0,1,1,1,0,1,0,0
8007,CCCCN,['savory'],0,0,0,0,0,0,0,0,1,0,0
8019,COCCO,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
8021,CCNCC,['savory'],0,0,0,0,0,0,0,0,1,0,0
8025,CCOC=O,"['flower', 'alcohol', 'fruity', 'green', 'savory', 'aquatic']",1,0,1,0,1,1,1,0,1,0,0
8026,CCON=O,"['savory', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,1,0,0
8027,C1=CNC=C1,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
8028,C1CCOC1,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
8030,C1=CSC=C1,['savory'],0,0,0,0,0,0,0,0,1,0,0
8035,CC(=O)CCC(=O)C,"['herbal', 'savory', 'aquatic']",0,0,1,0,0,0,0,1,1,0,0
8038,CC(C)COC(=O)C,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
8049,CCOC(=O)CCCCCCCCC(=O)OCC,"['alcohol', 'fruity']",1,0,0,0,0,1,0,0,0,0,0
8052,CC(C)CCOC=O,"['alcohol', 'earthy', 'fruity', 'green', 'aquatic']",1,0,1,1,0,1,1,0,0,0,0
8053,CC(C)CCON=O,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
8060,CCCCCN,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
8063,CCCCC=O,"['savory', 'animal', 'fruity']",0,1,0,0,0,1,0,0,1,0,0
8067,CCCCCS,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
8071,COCCOC,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
8077,CCSSCC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
8091,CCCCCCCC(=O)OC,"['savory', 'alcohol', 'fruity', 'green', 'herbal']",1,0,0,0,0,1,1,1,1,0,0
8092,CCCCCC#CC(=O)OC,"['flower', 'alcohol', 'fruity', 'green', 'savory']",1,0,0,0,1,1,1,0,1,0,0
8094,CCCCCCC(=O)O,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
8102,CCCCCCN,"['savory', 'animal']",0,1,0,0,0,0,0,0,1,0,0
8103,CCCCCCO,"['flower', 'alcohol', 'fruity', 'green', 'herbal', 'aquatic']",1,0,1,0,1,1,1,1,0,0,0
8104,CC=CC=CCO,"['green', 'herbal', 'savory', 'animal']",0,1,0,0,0,0,1,1,1,0,0
8106,CCCCCCS,['savory'],0,0,0,0,0,0,0,0,1,0,0
8116,C=CCOCCO,"['savory', 'earthy']",0,0,0,1,0,0,0,0,1,0,0
8118,CCCSCCC,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
8121,CC(=O)OCCOC(=O)C,"['green', 'flower', 'alcohol']",1,0,0,0,1,0,1,0,0,0,0
8125,CCCCCCC=C,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
8130,CCCCCCC=O,"['alcohol', 'savory', 'fruity', 'green', 'herbal', 'aquatic']",1,0,1,0,0,1,1,1,1,0,0
8133,CCCCOCCO,"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
8134,COCCOCCO,"['aquatic', 'animal']",0,1,1,0,0,0,0,0,0,0,0
8136,CCCCCCC=CC(=O)OC,"['flower', 'savory', 'green', 'fruity']",0,0,0,0,1,1,1,0,1,0,0
8137,CCCCCCC#CC(=O)OC,"['flower', 'green', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
8138,COC(=O)CCCCCCCCC=C,"['flower', 'alcohol', 'earthy', 'fruity', 'savory']",1,0,0,1,1,1,0,0,1,0,0
8146,CCOCCOCCO,"['aquatic', 'animal']",0,1,1,0,0,0,0,0,0,0,0
8158,CCCCCCCCC(=O)O,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
