CID,IsomericSMILES,Descriptors,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
80345,CCOC1=CC=C(C=C1)CO,"['spices', 'savory']",0,0,0,0,0,0,0,0,1,1,0
80353,CC(=O)OC1CCCCCCCCCCC1,"['green', 'savory', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,1,0,0
80388,CCCCCC(=O)OC1CCCCC1,"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
80407,COC1=CC=C(C=C1)CS,"['flower', 'spices', 'savory']",0,0,0,0,1,0,0,0,1,1,0
80408,C1=CSC(=C1)CS,['savory'],0,0,0,0,0,0,0,0,1,0,0
80454,CC(C)C(=O)OCC1=CC=CO1,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
80455,CCOCC1=CC=CO1,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
80584,CCOC(CC1=CC=CC=C1)OCC,"['flower', 'savory', 'aquatic', 'green']",0,0,1,0,1,0,1,0,1,0,0
80606,CCCCC(=O)OCC=C,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
80790,CC1=C(C=C(C=C1)C(C)C)OC,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
80792,CC1=C(C=C(C=C1)C(C)C)OC(=O)C,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
80795,CCCCCOC(=O)CS,['herbal'],0,0,0,0,0,0,0,1,0,0,0
80865,CCOC(=O)CC1(OCCO1)C,"['woody', 'flower', 'alcohol', 'fruity', 'green']",1,0,0,0,1,1,1,0,0,0,1
80933,CC(C)C1=CC=CC2=C1N=CC=C2,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
80960,CCCCCCCCC(=O)OCC1=CC=CC=C1,"['flower', 'alcohol', 'aquatic']",1,0,1,0,1,0,0,0,0,0,0
81006,CCCCCCCCC(=O)OCCC,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
81013,CC(C)C1=CC=CC=C1[N+](=O)[O-],"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
81045,CCCCCCCCC(=O)OCCCCCC,"['flower', 'alcohol', 'fruity', 'green', 'savory']",1,0,0,0,1,1,1,0,1,0,0
81102,CCCCCC(=O)OCC1=CC=C(C=C1)OC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
81203,CC(=CCCC(=C)C)C,['flower'],0,0,0,0,1,0,0,0,0,0,0
81221,CC1=CC(=C(C=C1)OC)C,"['herbal', 'earthy', 'savory']",0,0,0,1,0,0,0,1,1,0,0
81258,CC1=CC=C(C=C1)OCCOC(=O)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
81263,C[C@@H](CCCC(=C)C)CCO,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
81353,CCCCOC(=O)C1=CN=CC=C1,"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
81359,CC(=O)CCC(=O)OCC1=CC=CC=C1,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
81391,CCOC(=O)C1=CC2=C(C=C1)OCO2,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
81414,CC(=O)OCCCCCOC(=O)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
81573,CCC(=O)OC(C)(CCC=C(C)CCC=C(C)C)C=C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
81591,CCCCCCCOC(=O)C1=CC=CC=C1,"['green', 'herbal', 'aquatic']",0,0,1,0,0,0,1,1,0,0,0
81635,C1COC2=CC=CC=C2OC1,['flower'],0,0,0,0,1,0,0,0,0,0,0
81659,CCSCCC(=O)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
81739,CC(=O)OCCC(=C)C1=CC=CC=C1,"['flower', 'spices', 'fruity']",0,0,0,0,1,1,0,0,0,1,0
81784,CCOC(=O)C1=CC=CC=C1OC,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
81788,CC(C)CCOC(=O)C(=C)C,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
81894,CCCC(=O)OCCCC1=CC=CC=C1,['fruity'],0,0,0,0,0,1,0,0,0,0,0
81898,CC(=O)CC(C)(C)C1=CC=CC=C1,"['flower', 'savory', 'green']",0,0,0,0,1,0,1,0,1,0,0
82202,C1=CSC=C1S,['savory'],0,0,0,0,0,0,0,0,1,0,0
82227,CC1=CC[C@@H]2C[C@H]1C2(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
82336,CN(C)C1=CC=CC=C1C(=O)OC,"['green', 'flower', 'animal', 'fruity']",0,1,0,0,1,1,1,0,0,0,0
82349,CC(C)C1=CC=C(C=C1)CCO,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
82397,C1=CC=C(C=C1)CCOC(=O)CCO,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
82493,CC(C)CC(CC(C)C)OC(=O)C,"['flower', 'herbal', 'fruity']",0,0,0,0,1,1,0,1,0,0,0
82511,CCCCCCCC(=O)OCC1=CC=CC=C1,"['flower', 'herbal', 'fruity']",0,0,0,0,1,1,0,1,0,0,0
82584,CCCCC(=O)OCC1=CC=CC=C1,"['herbal', 'flower', 'animal', 'fruity']",0,1,0,0,1,1,0,1,0,0,0
82610,CCC(=O)OC1CCC(CC1)C(C)(C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
82613,CCCCC(=O)OC1=CC=C(C=C1)C,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
82635,CCCCCCCCCC(=O)OCCCCCC,"['alcohol', 'fruity', 'green', 'herbal', 'aquatic']",1,0,1,0,0,1,1,1,0,0,0
82662,C1CCC2=C(C1)C=CC=C2CC=O,"['herbal', 'animal']",0,1,0,0,0,0,0,1,0,0,0
82664,CCCCOC1=CC2=CC=CC=C2C=C1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
82674,C1CC(=O)C(=C1)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
82694,CCCCCCCCC#CC(=O)OCC,"['green', 'herbal', 'earthy']",0,0,0,1,0,0,1,1,0,0,0
82757,CCC(=O)C1=CC=C(O1)C,"['green', 'savory', 'herbal']",0,0,0,0,0,0,1,1,1,0,0
83035,CCCCCOC(C)OCCCCC,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
83036,CC(C)CCOC(C)OCCC(C)C,"['alcohol', 'fruity', 'green', 'savory', 'aquatic']",1,0,1,0,0,1,1,0,1,0,0
83084,CC(C)COC(=O)C(=O)C,"['savory', 'aquatic', 'fruity']",0,0,1,0,0,1,0,0,1,0,0
83268,CC(C)CCCC(C)(C)O,"['flower', 'herbal', 'aquatic', 'fruity']",0,0,1,0,1,1,0,1,0,0,0
83453,CC(C)CC(OCC(C)C)OCC(C)C,"['green', 'savory', 'alcohol']",1,0,0,0,0,0,1,0,1,0,0
83466,CCOCCOCCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
83553,CCOC(C1=CC=CO1)OCC,"['savory', 'earthy', 'fruity']",0,0,0,1,0,1,0,0,1,0,0
83653,CC1=C(SC=C1)C(=O)C,"['flower', 'savory']",0,0,0,0,1,0,0,0,1,0,0
83655,CC1=CC=C(S1)C(=O)C,"['flower', 'spices', 'savory', 'fruity']",0,0,0,0,1,1,0,0,1,1,0
83763,CC(C)C1CCC(CC1)CO,"['green', 'flower', 'aquatic']",0,0,1,0,1,0,1,0,0,0,0
84216,CCCC=CC(=O)CC,"['herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,0,1,0,0,0
84234,CSSC1=CC=CC=C1,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
84398,CC=CC1=C(C=CC(=C1)C(C)C)C,"['green', 'earthy', 'woody']",0,0,0,1,0,0,1,0,0,0,1
84467,CCCCCCCC(=O)CCC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
84542,C=CCOCC1=CC=CC=C1,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
84556,CCCC(=O)OC1=CC=C(C=C1)C,"['flower', 'animal', 'fruity']",0,1,0,0,1,1,0,0,0,0,0
84614,COC1=CC=C(C=C1)C=NC2=CC=CC=C2C(=O)OC,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
84682,CC[C@@H](C)O,"['alcohol', 'fruity']",1,0,0,0,0,1,0,0,0,0,0
84804,CC1=CC=C(C=C1)OCCO,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
84825,CC1=C(OC=C1)CC=C(C)C,"['green', 'herbal', 'savory', 'fruity']",0,0,0,0,0,1,1,1,1,0,0
85053,CCC1=NC=CS1,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
85071,CC(C)C(=O)OCC=C,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
85073,CCC1=CN=C(S1)CC,"['savory', 'animal']",0,1,0,0,0,0,0,0,1,0,0
85224,CCCC1=NC=CN=C1C,"['savory', 'earthy', 'animal']",0,1,0,1,0,0,0,0,1,0,0
85228,CCCCC1=NC=CN=C1C,['spices'],0,0,0,0,0,0,0,0,0,1,0
85329,CCCC#CC(=O)OCC,['green'],0,0,0,0,0,0,1,0,0,0,0
85418,CCCCCCCCOC(=O)CC(=O)C,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
85519,CC(=O)OCCCSC,"['green', 'herbal', 'savory']",0,0,0,0,0,0,1,1,1,0,0
85520,CCCC(=O)OCCCSC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
85521,CCOC(CCSC)OCC,['savory'],0,0,0,0,0,0,0,0,1,0,0
85522,COC(=O)CSC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
85567,CC1=C[C@@H]([C@@H](CC1)C(C)C)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
85647,CCCCC#CC(=O)OCC,['green'],0,0,0,0,0,0,1,0,0,0,0
85703,CCC=CCCC1(CCC(=O)O1)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
85724,CC(=O)OC1CC2CC1C3C2CCC3,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
85730,CC1C(=O)C=C(O1)C,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
85741,CCCCC(=O)OC(C)(C)C1CCC(=CC1)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
85755,CC1=CCC(CC1)C(C)(C)OC,"['flower', 'earthy', 'fruity', 'green', 'savory']",0,0,0,1,1,1,1,0,1,0,0
85803,CCOC(=O)C1CCC=CC1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
85826,CCOC(C(C)C1=CC=CC=C1)OCC,"['animal', 'flower', 'earthy', 'fruity', 'green']",0,1,0,1,1,1,1,0,0,0,0
85833,CC1=CCC(C1(C)C)CC#N,"['woody', 'herbal']",0,0,0,0,0,0,0,1,0,0,1
85903,CC1=CCC(CC1)C(C)CCO,"['flower', 'herbal', 'aquatic', 'fruity']",0,0,1,0,1,1,0,1,0,0,0
85979,CC(CC=O)C1=CC=CC=C1,"['flower', 'herbal', 'green']",0,0,0,0,1,0,1,1,0,0,0
85994,CCCCCC(=O)OCC(CC)CCCC,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
86002,CCCCCC=C1CCCCC1=O,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
86015,CC=CC=CCOC(=O)C(C)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
86016,CCC(=O)OCC=CC=CC,"['alcohol', 'fruity']",1,0,0,0,0,1,0,0,0,0,0
86043,CC(CC(=O)O)SC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
86094,CCCC(=O)OCC=CC=CC,"['green', 'savory', 'alcohol', 'fruity']",1,0,0,0,0,1,1,0,1,0,0
86111,CCCC1CC(=C(O1)C)C(=O)OCC,"['flower', 'herbal', 'green']",0,0,0,0,1,0,1,1,0,0,0
86114,CC1=C(C2(CC1CC2CO)C(=C)C)C,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
86209,CC(C)C1=CC(=CC=C1)C(C)CC=O,"['flower', 'aquatic', 'green']",0,0,1,0,1,0,1,0,0,0,0
86558,CCC1(CC(=O)C(=C(C1C)C)C)C,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
86573,CCCCCCC=CC(=O)OCC,"['flower', 'herbal', 'green', 'fruity']",0,0,0,0,1,1,1,1,0,0,0
86579,CCC(=O)OC1CC2CC1C3C2C=CC3,"['flower', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,1,1,1,1,0,0,0
86597,CC1=CCC(CC1)C(=CCC=C(C)C)C,['flower'],0,0,0,0,1,0,0,0,0,0,0
86678,CC(CCC(=O)C)C1=CC=CC=C1,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
86707,CC1C2CC(C1=O)CC2(C)C,"['woody', 'herbal']",0,0,0,0,0,0,0,1,0,0,1
86732,CC(C)CC1CCC(=O)O1,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
86733,CC1COC(O1)CC(C)C,"['savory', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,1,0,0
86736,CCCCCCC1CCOC1=O,"['green', 'flower', 'fruity', 'animal']",0,1,0,0,1,1,1,0,0,0,0
86741,CCC(C)OC(=O)C(C)O,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
86749,CCC(C)(CCC=C(C)C)O,"['green', 'flower', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
86750,CCC(C)(C=CC=C(C)C)O,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
86751,CCC(C)CCCC(C)(C)O,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
86782,CCC(C)CC(CC)O,"['flower', 'savory', 'alcohol', 'fruity']",1,0,0,0,1,1,0,0,1,0,0
86799,CCCCCC1COCCC1OC(=O)C,"['green', 'flower', 'herbal', 'savory']",0,0,0,0,1,0,1,1,1,0,0
86834,COC(=O)C1C(O1)C2=CC=CC=C2,['fruity'],0,0,0,0,0,1,0,0,0,0,0
86848,CCOC1CC2CCC1(C2(C)C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
86851,CC(C)CCOC(=O)C(C)O,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
86852,CCCCC1CCOC1=O,"['spices', 'animal']",0,1,0,0,0,0,0,0,0,1,0
86869,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
87085,CC1=CC=CC=C1COC(=O)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
87166,CCCCCCOCC(OC)OC,"['green', 'flower', 'aquatic', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
87170,CCOC1=CC=CC=C1OC,"['savory', 'earthy']",0,0,0,1,0,0,0,0,1,0,0
87198,CCCC1=NC=CS1,"['green', 'savory', 'herbal']",0,0,0,0,0,0,1,1,1,0,0
87200,CCCCCCOC(=O)C=C(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
87436,C=CCCCN=C=S,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
87453,C1C2COCOC2C3=CC=CC=C31,"['flower', 'earthy', 'animal']",0,1,0,1,1,0,0,0,0,0,0
87466,CCCC1=NC=CN=C1,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
87499,CC(C)OC(=O)C1=CC=CC=C1N,"['flower', 'savory', 'fruity']",0,0,0,0,1,1,0,0,1,0,0
87598,CCCCC(=O)OC(C)C,"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
87630,CCCCCCCC=CCO,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
87632,CCCCCC=CC=CCO,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
87637,CCCC1=NC(=CN=C1C)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
87677,CCC=CCCC(OCC)OCC,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
87680,CCCCCCC1=CCCC(=O)O1,['flower'],0,0,0,0,1,0,0,0,0,0,0
87762,CCSCCCO,['savory'],0,0,0,0,0,0,0,0,1,0,0
87793,CCCCCCC1=CC=CS1,"['flower', 'fruity', 'green', 'savory', 'aquatic']",0,0,1,0,1,1,1,0,1,0,0
87859,CCCCC#CC(=O)OC,['green'],0,0,0,0,0,0,1,0,0,0,0
87860,CCCC#CC(=O)OC,"['green', 'aquatic']",0,0,1,0,0,0,1,0,0,0,0
87927,CCC=CCCC(=O)C,"['green', 'herbal', 'earthy']",0,0,0,1,0,0,1,1,0,0,0
87947,CC(CCC=C(C)C)OC(=O)C,"['green', 'flower', 'earthy', 'fruity']",0,0,0,1,1,1,1,0,0,0,0
88288,C[C@@H]1CC[C@@H]2[C@]13CC[C@]([C@H](C3)C2(C)C)(C)OC,"['herbal', 'earthy', 'animal']",0,1,0,1,0,0,0,1,0,0,0
88290,CC(=O)CC(C)(C)S,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
88301,CC1([C@H]2CC=C([C@@H]1C2)CO)C,"['woody', 'herbal']",0,0,0,0,0,0,0,1,0,0,1
88332,CC1=CCCC(C1=O)(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
88362,CCC(=O)C(OCC)OCC,"['savory', 'aquatic', 'fruity']",0,0,1,0,0,1,0,0,1,0,0
88453,CCCCCOC(=O)CCC(=O)C,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
88471,CCCCCCOC(=O)CS,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
88480,CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
88481,CC(=O)O[C@@H]1CCCC[C@H]1C(C)(C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
88651,COC(=O)CCC1CCCCC1,['fruity'],0,0,0,0,0,1,0,0,0,0,0
88667,CCC(=O)OCC(=C)C,"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
88693,CC(=C)C1CCC(CC1)(C)OC(=O)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
88710,CC1=CC=C(C=C1)CC(C)(C)O,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
88792,CC(C)(C)C1=C(C=CC(=C1)OC)OC,"['herbal', 'savory', 'earthy', 'animal']",0,1,0,1,0,0,0,1,1,0,0
89263,CC(=O)OC1(CCC(CC1)C(C)(C)OC(=O)C)C,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
89284,CCCCCCCC(=CC1=CC=CC=C1)C=O,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
89285,CC1CCOC(C1)CC(=O)C,"['flower', 'savory', 'fruity']",0,0,0,0,1,1,0,0,1,0,0
89306,CCC(=O)OC1CC2CCC1(C2(C)C)C,"['woody', 'herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,1
89315,CC(=O)OC1CCCC(C1)C(C)(C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
89382,CC(CCC=C(C)C)CCOC(=O)C=C(C)C,['flower'],0,0,0,0,1,0,0,0,0,0,0
89385,CCC(C)(CCCC(C)C)OC(=O)C,"['flower', 'herbal', 'aquatic', 'fruity']",0,0,1,0,1,1,0,1,0,0,0
89437,CC(C)C1CCC(CC1)(C)O,"['woody', 'flower', 'herbal', 'fruity']",0,0,0,0,1,1,0,1,0,0,1
89440,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,"['fruity', 'animal']",0,1,0,0,0,1,0,0,0,0,0
89463,CCCC(CC(=O)OC)OC(=O)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
89479,CC1(CCCC23C1CC(CC2)(C(=O)O3)C)C,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
89488,CC(C)C1CCC(=CC1)C=O,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
89539,CC1CC(=O)C(=C1C)O,"['spices', 'savory']",0,0,0,0,0,0,0,0,1,1,0
89559,CCCCCC1C=CC(=O)O1,"['spices', 'herbal', 'fruity']",0,0,0,0,0,1,0,1,0,1,0
89560,CCCCCCC(C=C)O,"['green', 'savory', 'earthy']",0,0,0,1,0,0,1,0,1,0,0
89723,CC(CCC=C(C)C)CC=NO,['fruity'],0,0,0,0,0,1,0,0,0,0,0
89734,CC(=O)CC(=O)OCCOC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
89802,CC1=CC(=C(C=C1)O)C(=O)OC,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
89803,CCOC(=O)OC1=CC=C(C=C1)C,['flower'],0,0,0,0,1,0,0,0,0,0,0
90245,CCC(=O)C1=C(C=CO1)C,"['herbal', 'spices', 'savory']",0,0,0,0,0,0,0,1,1,1,0
90246,CC(C)CC(=O)SC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
90486,CCOC(=O)C=CC1=CC2=C(C=C1)OCO2,['herbal'],0,0,0,0,0,0,0,1,0,0,0
90586,CCO[C@@H]1C[C@@H](CC(C1)(C)C)C,"['green', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,1,1,0,0,0
90607,C1=CC=C(C=C1)CCCOC(=O)C2=CC=CC=C2O,['flower'],0,0,0,0,1,0,0,0,0,0,0
90720,CC1=C(C(CCC1)(C)C)C=CC(C)OC(=O)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
90773,CC(CC(C)(C)C)C(=C)C=O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
90776,CC(CCC=C(C)C)C(=C)C=O,"['green', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,1,1,0,0,0
90790,CC(CCC(C(=C)C)O)CCO,['flower'],0,0,0,0,1,0,0,0,0,0,0
90818,CCCCCCCCCCC=CC#N,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
90843,CCOCCC(C)CCCC(C)C,"['flower', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,1,1,1,1,0,0,0
90848,CCCCCCCCOC(=O)C=CC,"['herbal', 'savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,1,1,0,0
90884,CC1C(OC(C(O1)(C)O)C)(C)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
90899,CC(=O)C=CC12C(CCCC1(O2)C)(C)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
90960,CC(CC(=O)O)CC(C)(C)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
90972,CCOC(=O)C(C)SSC,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
91147,CCCCC1C=C(CC(O1)C)C,"['flower', 'savory', 'earthy', 'green']",0,0,0,1,1,0,1,0,1,0,0
91151,CC(=O)OC1CCC2C(CCCC2(C1)C)(C)C,['animal'],0,1,0,0,0,0,0,0,0,0,0
91163,CCCCCCCCC(C(=O)C)C(=O)OCC,"['flower', 'herbal', 'fruity']",0,0,0,0,1,1,0,1,0,0,0
91195,CC1=CC(=O)C2(C1C2)C(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
91224,CC1=CCC2C(C1)CC(CC=C2C)(C)C,['green'],0,0,0,0,0,0,1,0,0,0,0
91338,CC(C1CCCC(C1)(C)C)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
91339,CC(C1CCCC(C1)(C)C)OC(=O)C,"['flower', 'animal', 'fruity']",0,1,0,0,1,1,0,0,0,0,0
91340,CCOC(C=CC1=CC=CC=C1)OCC,"['green', 'spices']",0,0,0,0,0,0,1,0,0,1,0
91375,CC(CCCC(C)(C)OC=O)C=C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
91388,CC(=O)C1CCCC(C1)(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
91409,CCOC(C)OC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
91456,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
91457,C[C@]12CCCC(=C)[C@@H]1C[C@@H](CC2)C(C)(C)O,['green'],0,0,0,0,0,0,1,0,0,0,0
91463,CC1=CCC(CC1O)C(C)(C)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
91496,CC(=C)C1CCC2(C(C1)O2)C,"['herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,0,1,0,0,0
91497,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
91604,CC(C)(CCCC1=CCC(CC1)C=O)O,['flower'],0,0,0,0,1,0,0,0,0,0,0
91696,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C,"['herbal', 'animal']",0,1,0,0,0,0,0,1,0,0,0
91849,CCC(C)C(=O)OCC1=CC=CC=C1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
91850,CCCCCCCOC(=O)CC(C)C,"['green', 'herbal', 'animal', 'fruity']",0,1,0,0,0,1,1,1,0,0,0
91936,CC(CCC=C(C)C)CCOC,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
91978,CC(C)CCOCCC1=CC=CC=C1,"['flower', 'earthy', 'fruity', 'green', 'aquatic']",0,0,1,1,1,1,1,0,0,0,0
91979,CC(C)C=C1C2=CC=CC=C2C(=O)O1,['herbal'],0,0,0,0,0,0,0,1,0,0,0
92002,CC=C(C)C1CCC(O1)(C)C,"['green', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,1,1,0,0,0
92013,CC(CC1=CC=C(C=C1)C(C)(C)C)CO,"['flower', 'aquatic']",0,0,1,0,1,0,0,0,0,0,0
92018,CC(=CCC(C)(C=C)C=O)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
92131,C[C@]12CCCC([C@@H]1CCC(=C)[C@@H]2CCC(C)(C=C)O)(C)C,['animal'],0,1,0,0,0,0,0,0,0,0,0
92138,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
92210,CCC1OCC(O1)C,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
92221,CC1([C@@H]2CC[C@@H](C2)C1=C)C,"['herbal', 'aquatic']",0,0,1,0,0,0,0,1,0,0,0
92283,C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
92292,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C,['animal'],0,1,0,0,0,0,0,0,0,0,0
92301,CC(=C[C@H](CC(=C)C=C)O)C,['woody'],0,0,0,0,0,0,0,0,0,0,1
92313,CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
92543,CC(CC1=CC=CC=C1)C(C)O,"['green', 'flower', 'herbal']",0,0,0,0,1,0,1,1,0,0,0
